-.272261691643456	1.03545386468209	-.909411475122728	-1.18618974376277	-.501334416034844	-1.04254786867595	3	3	2	3	2	3	2	3	3	2	5	5	5	5	4	4	4	4	2	4	2	4	3	3	2	2	3
-.272261691643456	-1.71310691748451	-.00446227416645099	-1.18618974376277	.390513124069247	-1.04254786867595	2	3	1	3	2	3	3	3	2	2	5	5	5	5	4	4	4	4	4	4	4	4	4	3	2	3	3
-.272261691643456	-.796919990095643	-.00446227416645099	.427219243729449	.390513124069247	.572644704032094	2	3	2	3	1	3	2	3	2	2	5	4	3	5	3	3	3	3	2	3	2	3	3	4	2	3	3
.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	4	4	4	4	4	4	4	4	4	7	7	7	7	5	5	5	5	5	5	5	5	1	1	1	1	1
-.272261691643456	-2.62929384487338	-.00446227416645099	-1.18618974376277	.390513124069247	-1.04254786867595	3	3	3	3	3	3	3	3	3	3	5	4	4	5	3	4	4	4	3	4	4	4	2	2	2	2	2
.801953698731894	-.796919990095643	.900486926789826	1.23392373747556	1.28236066417334	-.23495158232193	2	2	3	3	3	3	3	3	3	3	5	5	5	5	4	4	4	3	3	3	3	4	2	2	2	2	2
-.272261691643456	-.796919990095643	-.00446227416645099	-.379485250016662	-.501334416034844	-.23495158232193	3	2	2	3	3	3	3	3	3	3	5	5	5	5	4	4	4	4	4	4	4	4	3	2	2	2	2
-1.34647708201881	.119266937293226	-.909411475122728	-1.18618974376277	.390513124069247	-1.04254786867595	2	3	2	2	2	3	4	2	2	3	3	5	4	3	2	4	3	2	3	3	3	3	3	3	3	3	2
.801953698731894	1.03545386468209	.900486926789826	-.379485250016662	1.28236066417334	-.23495158232193	4	4	1	4	1	4	4	4	1	1	5	7	5	7	5	5	4	4	5	5	4	5	4	4	1	4	4
-.272261691643456	-.796919990095643	-1.814360676079	-1.99289423750888	-.501334416034844	-1.85014415502998	2	3	2	3	2	1	3	4	2	2	4	5	3	5	4	4	4	3	2	4	1	4	3	3	1	3	3
.801953698731894	.119266937293226	-.909411475122728	.427219243729449	.390513124069247	.572644704032094	3	3	2	3	2	3	3	3	2	2	6	6	5	6	4	4	4	3	4	3	4	4	3	3	2	3	3
-1.34647708201881	-.796919990095643	-.909411475122728	-.379485250016662	-.501334416034844	-.23495158232193	4	4	2	3	3	3	3	3	3	3	5	5	5	5	4	4	4	4	4	4	4	4	3	2	2	2	2
.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	4	4	4	4	4	4	4	4	4	7	7	7	7	5	5	5	5	5	5	5	5	1	1	1	1	1
-.272261691643456	.119266937293226	-.00446227416645099	-1.18618974376277	-1.39318195613894	-1.04254786867595	2	2	2	3	3	3	2	3	2	2	5	5	5	5	4	4	4	4	4	4	4	4	3	2	2	3	3
.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	.572644704032094	4	4	4	4	1	3	3	3	3	3	5	5	5	6	4	4	4	4	4	4	4	4	1	4	2	2	2
.801953698731894	.119266937293226	-.00446227416645099	.427219243729449	.390513124069247	.572644704032094	3	3	1	3	2	3	3	3	2	2	5	5	5	5	4	4	4	4	4	3	4	4	4	3	2	3	3
-.272261691643456	.119266937293226	-.00446227416645099	-1.18618974376277	-.501334416034844	-1.04254786867595	3	3	1	3	2	3	3	3	2	2	4	4	4	4	3	3	3	3	3	3	3	3	4	3	2	3	3
-2.42069247239416	1.03545386468209	-.909411475122728	-.379485250016662	-.501334416034844	-.23495158232193	3	4	3	3	3	3	3	3	3	3	5	7	7	6	5	5	5	5	5	5	5	5	2	2	2	2	2
-1.34647708201881	-.796919990095643	-.00446227416645099	-.379485250016662	.390513124069247	.572644704032094	3	3	3	3	2	2	3	3	3	3	4	4	4	4	3	3	3	2	3	3	3	3	2	3	2	2	2
.801953698731894	1.03545386468209	.900486926789826	-.379485250016662	-.501334416034844	.572644704032094	4	4	1	4	1	4	3	4	2	2	4	4	4	4	3	3	3	3	3	3	3	3	4	4	1	3	3
-.272261691643456	.119266937293226	-.00446227416645099	-.379485250016662	-.501334416034844	-1.04254786867595	2	3	2	3	2	2	2	2	2	2	5	4	4	4	3	3	3	3	3	4	3	3	3	3	3	3	3
-.272261691643456	.119266937293226	-.909411475122728	-1.18618974376277	.390513124069247	-1.04254786867595	3	3	1	3	1	3	3	3	1	1	5	5	4	6	4	4	4	4	4	4	4	4	4	4	2	4	4
-.272261691643456	-.796919990095643	-.00446227416645099	-.379485250016662	-.501334416034844	-.23495158232193	3	3	1	2	1	3	2	3	3	3	4	3	4	4	4	3	3	4	4	4	4	4	4	4	2	2	2
.801953698731894	.119266937293226	.900486926789826	.427219243729449	1.28236066417334	.572644704032094	3	2	3	3	3	3	2	3	3	3	7	7	4	4	3	3	4	3	3	3	3	3	2	2	2	2	2
-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	.390513124069247	.572644704032094	3	3	3	3	3	3	3	3	3	2	5	5	5	6	4	4	4	4	4	4	4	4	2	2	2	2	3
-.272261691643456	-.796919990095643	-.909411475122728	-1.18618974376277	-.501334416034844	-1.04254786867595	3	2	3	3	2	3	2	3	3	3	4	4	3	4	3	3	4	3	3	3	3	3	2	3	2	2	2
-.272261691643456	-.796919990095643	-.00446227416645099	-1.18618974376277	-.501334416034844	-.23495158232193	4	4	3	4	1	4	4	4	4	4	7	7	7	7	5	4	5	5	5	5	4	5	2	4	1	1	1
.801953698731894	1.03545386468209	-.00446227416645099	-.379485250016662	-.501334416034844	-1.04254786867595	3	2	1	3	2	2	2	3	3	3	5	5	4	4	4	4	3	3	4	3	3	3	4	3	2	2	2
.801953698731894	1.03545386468209	.900486926789826	-1.99289423750888	1.28236066417334	1.38024099038612	4	3	2	3	2	3	3	2	4	2	5	5	5	6	3	2	3	2	4	4	4	3	3	3	3	1	3
-2.42069247239416	-1.71310691748451	-1.814360676079	-.379485250016662	-.501334416034844	-1.04254786867595	2	2	2	2	2	3	3	4	2	2	4	4	4	4	3	3	3	3	3	3	4	4	3	3	1	3	3
.801953698731894	1.03545386468209	.900486926789826	-1.99289423750888	1.28236066417334	1.38024099038612	3	3	4	4	2	3	4	3	3	4	5	1	1	3	4	4	2	3	5	4	4	3	1	3	2	2	1
.801953698731894	-.796919990095643	-.909411475122728	-.379485250016662	.390513124069247	.572644704032094	3	3	3	3	3	3	3	3	2	2	4	4	4	4	3	3	3	2	3	4	3	3	2	2	2	3	3
-.272261691643456	.119266937293226	-.909411475122728	-.379485250016662	-.501334416034844	-.23495158232193	3	3	2	3	2	3	3	3	3	3	4	4	4	4	4	4	4	4	3	3	3	3	3	3	2	2	2
-.272261691643456	-1.71310691748451	-.00446227416645099	.427219243729449	.390513124069247	.572644704032094	3	3	2	3	3	3	2	3	3	2	5	5	3	6	4	4	4	2	4	4	4	4	3	2	2	2	3
.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	4	4	4	4	4	4	4	4	4	7	7	7	7	5	5	5	5	5	5	5	5	1	1	1	1	1
-.272261691643456	.119266937293226	-1.814360676079	-1.99289423750888	-1.39318195613894	-1.04254786867595	3	4	1	3	2	4	4	4	2	2	6	5	5	5	4	4	4	5	5	5	5	5	4	3	1	3	3
-1.34647708201881	-.796919990095643	-1.814360676079	-1.18618974376277	-.501334416034844	-.23495158232193	3	3	3	3	3	3	3	3	3	3	4	4	5	4	4	3	3	4	4	3	3	4	2	2	2	2	2
.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	3	2	3	3	3	3	4	2	2	4	4	4	4	3	3	3	3	3	3	3	3	3	2	1	3	3
-.272261691643456	.119266937293226	-.909411475122728	-1.99289423750888	-.501334416034844	-1.04254786867595	3	3	1	3	3	2	3	3	2	2	4	4	2	5	4	4	4	4	3	4	2	4	4	2	2	3	3
-.272261691643456	.119266937293226	-.909411475122728	.427219243729449	.390513124069247	-.23495158232193	3	3	4	4	4	3	4	4	4	3	5	7	7	6	5	5	4	5	4	5	4	5	1	1	1	1	2
-2.42069247239416	-.796919990095643	.900486926789826	.427219243729449	-.501334416034844	-.23495158232193	4	4	3	3	3	3	2	4	3	3	5	4	5	5	3	3	4	4	3	4	2	4	2	2	1	2	2
.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	4	4	4	4	4	4	4	4	4	7	7	7	7	5	5	5	5	5	5	5	5	1	1	1	1	1
-.272261691643456	.119266937293226	-.909411475122728	-1.18618974376277	-.501334416034844	-1.04254786867595	3	3	2	3	2	3	3	3	2	2	5	5	5	5	4	4	4	4	4	4	4	4	3	3	2	3	3
-1.34647708201881	-.796919990095643	-.909411475122728	-.379485250016662	-.501334416034844	-.23495158232193	3	3	3	3	3	3	3	3	3	3	4	4	4	4	3	3	3	3	3	3	3	3	2	2	2	2	2
-1.34647708201881	-.796919990095643	-.909411475122728	-1.18618974376277	-.501334416034844	-1.04254786867595	2	3	2	3	3	3	3	3	2	3	5	5	5	5	3	4	4	4	4	4	4	4	3	2	2	3	2
-3.49490786276951	-2.62929384487338	-2.71930987703528	-1.99289423750888	-2.28502949624303	-1.85014415502998	2	2	1	1	1	1	3	4	1	1	4	4	4	4	3	3	3	3	3	3	3	3	4	4	1	4	4
.801953698731894	.119266937293226	.900486926789826	-.379485250016662	.390513124069247	-.23495158232193	3	3	2	3	2	2	2	4	2	2	2	3	3	3	3	3	2	2	2	1	1	1	3	3	1	3	3
.801953698731894	.119266937293226	-.00446227416645099	.427219243729449	1.28236066417334	1.38024099038612	3	3	2	3	2	3	3	3	2	2	4	4	3	3	3	2	3	2	2	2	3	2	3	3	2	3	3
.801953698731894	.119266937293226	.900486926789826	1.23392373747556	.390513124069247	1.38024099038612	4	4	1	4	3	4	4	4	4	4	7	5	7	6	4	4	5	4	3	4	5	5	4	2	1	1	1
-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	-.501334416034844	-1.04254786867595	3	3	2	2	2	3	3	3	2	3	5	5	5	5	4	4	4	3	4	3	3	4	3	3	2	3	2
.801953698731894	1.03545386468209	.900486926789826	-1.18618974376277	1.28236066417334	-.23495158232193	2	3	3	3	3	2	3	3	4	4	3	3	3	3	2	2	4	3	3	3	3	2	2	2	2	1	1
.801953698731894	1.03545386468209	.900486926789826	-.379485250016662	.390513124069247	-1.04254786867595	2	4	1	4	1	4	4	4	2	2	7	6	5	5	5	4	5	3	2	4	4	4	4	4	1	3	3
-1.34647708201881	-1.71310691748451	-.00446227416645099	.427219243729449	-.501334416034844	.572644704032094	2	2	2	3	2	3	3	3	2	2	4	4	4	4	3	3	3	3	3	3	3	3	3	3	2	3	3
.801953698731894	.119266937293226	-.00446227416645099	.427219243729449	1.28236066417334	-.23495158232193	3	3	2	3	2	3	3	3	2	2	2	2	3	3	2	2	2	2	2	3	2	2	3	3	2	3	3
-1.34647708201881	.119266937293226	-.00446227416645099	.427219243729449	-.501334416034844	.572644704032094	3	2	3	3	2	3	2	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	3	2	2	2
.801953698731894	1.03545386468209	.900486926789826	-1.99289423750888	-.501334416034844	-1.85014415502998	4	3	1	4	1	4	4	4	1	1	4	5	5	6	4	5	5	5	5	5	5	5	4	4	1	4	4
.801953698731894	-.796919990095643	.900486926789826	.427219243729449	-1.39318195613894	-1.04254786867595	4	3	2	4	1	3	3	4	3	1	5	5	5	5	4	4	4	4	2	2	3	3	3	4	1	2	4
.801953698731894	1.03545386468209	.900486926789826	.427219243729449	1.28236066417334	.572644704032094	3	2	2	3	3	3	3	3	2	2	4	4	4	4	4	4	4	4	2	2	2	4	3	2	2	3	3
.801953698731894	.119266937293226	-.909411475122728	-.379485250016662	.390513124069247	-.23495158232193	3	2	3	3	2	3	2	3	2	3	6	6	6	6	4	3	3	3	3	3	3	3	2	3	2	3	2
.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	-.501334416034844	-.23495158232193	3	3	2	3	3	3	2	3	3	3	4	4	4	4	3	3	3	3	2	3	2	2	3	2	2	2	2
-.272261691643456	.119266937293226	-.00446227416645099	-.379485250016662	-.501334416034844	-.23495158232193	3	3	2	3	2	3	3	3	3	2	4	4	4	4	3	3	3	3	3	3	3	3	3	3	2	2	3
-1.34647708201881	.119266937293226	.900486926789826	-1.18618974376277	-.501334416034844	-.23495158232193	4	3	2	3	2	3	3	3	2	2	7	7	6	6	4	4	4	3	1	4	1	3	3	3	2	3	3
.801953698731894	.119266937293226	-2.71930987703528	-1.99289423750888	-2.28502949624303	-1.85014415502998	3	3	2	3	3	3	2	3	3	2	4	4	5	4	4	4	4	4	3	3	3	4	3	2	2	2	3
-1.34647708201881	1.03545386468209	-1.814360676079	-1.18618974376277	-1.39318195613894	.572644704032094	2	2	4	3	4	2	2	3	3	3	5	5	5	5	3	4	2	3	3	4	2	4	1	1	2	2	2
.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	.390513124069247	.572644704032094	3	2	2	3	2	3	3	3	3	3	3	3	3	3	3	4	4	4	2	2	3	4	3	3	2	2	2
-1.34647708201881	-1.71310691748451	-1.814360676079	-1.99289423750888	-1.39318195613894	-.23495158232193	3	3	1	3	1	3	4	3	1	1	5	5	5	5	4	4	4	3	4	4	3	4	4	4	2	4	4
-2.42069247239416	-1.71310691748451	-2.71930987703528	-1.18618974376277	-1.39318195613894	-1.85014415502998	3	2	2	3	3	3	3	4	2	2	3	4	5	3	2	3	4	2	1	2	1	3	3	2	1	3	3
-.272261691643456	1.03545386468209	-.00446227416645099	-1.18618974376277	-.501334416034844	-.23495158232193	3	3	2	3	3	3	2	4	4	4	7	7	6	5	3	3	4	4	3	5	4	2	3	2	1	1	1
.801953698731894	1.03545386468209	.900486926789826	.427219243729449	-.501334416034844	-.23495158232193	1	3	3	3	3	2	2	2	3	3	4	4	4	4	3	3	4	3	3	4	2	2	2	2	3	2	2
.801953698731894	-2.62929384487338	-.909411475122728	-1.99289423750888	-2.28502949624303	-1.85014415502998	4	1	4	3	4	1	1	4	1	1	4	4	5	4	5	5	4	5	3	5	3	4	1	1	1	4	4
-.272261691643456	-.796919990095643	-.909411475122728	-1.18618974376277	-.501334416034844	-1.04254786867595	3	3	2	3	3	3	3	3	2	2	4	4	4	4	3	3	3	3	3	3	3	3	3	2	2	3	3
-.272261691643456	-2.62929384487338	-.00446227416645099	.427219243729449	.390513124069247	-.23495158232193	3	2	2	3	2	3	3	3	2	2	5	5	5	4	4	4	4	3	4	2	4	3	3	3	2	3	3
-2.42069247239416	-1.71310691748451	-1.814360676079	-.379485250016662	-1.39318195613894	-.23495158232193	2	2	3	2	3	3	3	3	4	2	4	5	5	4	4	3	4	3	3	4	3	4	2	2	2	1	3
-1.34647708201881	-.796919990095643	-.909411475122728	-.379485250016662	-.501334416034844	-.23495158232193	2	2	2	2	2	2	2	2	2	2	6	6	6	6	4	4	4	4	4	4	4	4	3	3	3	3	3
-.272261691643456	.119266937293226	-.909411475122728	.427219243729449	.390513124069247	.572644704032094	3	3	3	3	3	3	3	3	3	3	5	6	6	6	4	4	4	4	4	4	4	4	2	2	2	2	2
-1.34647708201881	-.796919990095643	-.909411475122728	-.379485250016662	-.501334416034844	-.23495158232193	3	2	2	3	2	3	2	2	3	2	4	4	5	5	4	4	4	4	4	3	3	4	3	3	3	2	3
-2.42069247239416	-1.71310691748451	-1.814360676079	-1.18618974376277	-1.39318195613894	-1.04254786867595	2	2	2	2	2	2	2	2	2	2	3	3	3	3	2	2	2	2	2	2	2	2	3	3	3	3	3
.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	4	4	4	4	4	4	4	4	4	7	7	7	7	5	5	5	5	5	5	5	5	1	1	1	1	1
.801953698731894	-.796919990095643	-.909411475122728	-.379485250016662	-.501334416034844	-.23495158232193	3	3	3	3	3	3	3	3	3	3	4	4	5	5	3	4	4	4	3	4	4	4	2	2	2	2	2
-1.34647708201881	-.796919990095643	-1.814360676079	-1.18618974376277	-1.39318195613894	-1.04254786867595	2	2	2	3	2	3	2	3	2	2	4	4	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3
-.272261691643456	.119266937293226	-.00446227416645099	-.379485250016662	-.501334416034844	-.23495158232193	3	3	2	3	2	3	2	2	3	2	5	5	4	4	3	3	3	3	3	3	3	3	3	3	3	2	3
-.272261691643456	.119266937293226	.900486926789826	.427219243729449	.390513124069247	-1.04254786867595	2	3	3	2	2	3	2	3	2	3	5	5	5	4	4	3	3	4	4	3	4	4	2	3	2	3	2
-1.34647708201881	-.796919990095643	-.00446227416645099	.427219243729449	.390513124069247	-.23495158232193	3	2	4	4	4	3	3	3	3	3	5	6	5	5	4	4	4	3	4	3	4	3	1	1	2	2	2
-.272261691643456	.119266937293226	-.00446227416645099	-1.99289423750888	.390513124069247	.572644704032094	3	2	3	3	3	3	3	3	3	3	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2
.801953698731894	.119266937293226	.900486926789826	1.23392373747556	1.28236066417334	.572644704032094	3	3	2	2	3	3	3	3	4	4	6	4	4	4	3	3	3	3	4	3	4	3	3	2	2	1	1
.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	4	4	4	4	4	4	2	1	1	4	5	5	5	4	4	4	5	5	5	4	5	1	1	3	4	4
-2.42069247239416	-.796919990095643	-.909411475122728	-1.18618974376277	-.501334416034844	.572644704032094	3	1	1	4	1	3	2	3	1	1	7	7	5	5	4	3	3	3	3	3	3	3	4	4	2	4	4
.801953698731894	.119266937293226	-.00446227416645099	-1.18618974376277	-1.39318195613894	-1.85014415502998	2	3	1	4	1	3	2	4	2	3	5	4	4	5	4	4	5	4	3	4	4	3	4	4	1	3	2
-.272261691643456	-1.71310691748451	-1.814360676079	.427219243729449	-.501334416034844	-.23495158232193	3	3	2	2	3	3	3	3	2	2	5	5	5	5	4	4	4	4	2	3	3	3	3	2	2	3	3
-.272261691643456	.119266937293226	-1.814360676079	-1.18618974376277	.390513124069247	-1.04254786867595	3	2	3	2	3	2	3	2	2	2	7	4	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3
.801953698731894	1.03545386468209	.900486926789826	-.379485250016662	1.28236066417334	1.38024099038612	3	3	1	4	2	3	3	3	4	3	5	5	5	5	4	4	4	4	4	4	4	4	4	3	2	1	2
.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	4	1	4	2	4	4	4	2	2	6	6	5	5	4	4	4	4	4	4	3	4	4	3	1	3	3
.801953698731894	1.03545386468209	.900486926789826	.427219243729449	1.28236066417334	1.38024099038612	4	4	2	4	4	4	4	4	2	2	6	6	5	6	5	5	5	5	5	5	5	5	3	1	1	3	3
-1.34647708201881	-.796919990095643	-.909411475122728	-.379485250016662	-.501334416034844	-.23495158232193	3	3	3	3	3	3	3	3	3	3	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2
-1.34647708201881	-.796919990095643	-.909411475122728	-.379485250016662	.390513124069247	-1.04254786867595	3	2	2	3	2	3	3	4	3	3	5	5	5	5	3	4	4	4	4	4	4	4	3	3	1	2	2
-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	-.501334416034844	-.23495158232193	3	3	2	3	2	3	3	3	2	2	5	5	5	5	4	4	4	4	4	4	4	4	3	3	2	3	3
-.272261691643456	.119266937293226	-.00446227416645099	-.379485250016662	-.501334416034844	-.23495158232193	3	2	3	3	2	3	3	3	3	2	4	4	4	4	3	3	4	3	3	3	3	3	2	3	2	2	3
-.272261691643456	-.796919990095643	-.00446227416645099	-.379485250016662	-.501334416034844	-.23495158232193	3	3	1	3	2	3	3	3	3	3	4	4	4	4	3	4	4	4	3	4	3	3	4	3	2	2	2
-.272261691643456	.119266937293226	.900486926789826	-.379485250016662	.390513124069247	-1.04254786867595	3	3	3	2	2	3	3	3	3	2	6	5	6	5	5	5	4	4	3	4	3	5	2	3	2	2	3
-1.34647708201881	-.796919990095643	-1.814360676079	-1.18618974376277	-.501334416034844	-.23495158232193	2	2	1	2	2	3	2	3	2	2	4	4	4	4	3	3	3	3	3	3	3	3	4	3	2	3	3
-1.34647708201881	-.796919990095643	-.909411475122728	-.379485250016662	-.501334416034844	-.23495158232193	3	3	3	3	3	3	3	3	2	1	5	4	4	4	3	3	2	4	3	3	3	3	2	2	2	3	4
.801953698731894	1.03545386468209	.900486926789826	-.379485250016662	.390513124069247	-.23495158232193	3	3	2	3	2	4	3	4	2	2	5	6	4	5	4	4	4	4	4	4	4	4	3	3	1	3	3
-1.34647708201881	-.796919990095643	-.00446227416645099	-.379485250016662	-.501334416034844	-.23495158232193	3	3	2	2	3	3	3	3	3	2	4	3	3	3	3	4	4	4	2	2	4	3	3	2	2	2	3
-.272261691643456	.119266937293226	-.00446227416645099	-1.99289423750888	-.501334416034844	-1.85014415502998	3	3	1	3	3	3	3	3	3	3	4	5	4	5	4	3	3	4	3	2	3	3	4	2	2	2	2
.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	4	1	4	1	4	4	4	1	1	7	5	4	4	3	3	3	2	3	3	3	3	4	4	1	4	4
-1.34647708201881	-.796919990095643	-.909411475122728	-.379485250016662	-.501334416034844	-.23495158232193	2	2	1	3	2	3	3	3	1	1	5	5	5	6	4	4	4	4	4	3	4	4	4	3	2	4	4
-.272261691643456	-.796919990095643	-.00446227416645099	-1.18618974376277	-.501334416034844	-1.04254786867595	3	3	2	3	2	3	3	3	3	3	4	4	4	4	4	4	3	3	3	3	4	3	3	3	2	2	2
-1.34647708201881	-.796919990095643	-1.814360676079	-1.18618974376277	-1.39318195613894	-1.04254786867595	3	3	2	3	2	3	3	3	2	2	6	5	5	5	4	4	4	3	3	3	3	3	3	3	2	3	3
.801953698731894	-2.62929384487338	-.909411475122728	-.379485250016662	-.501334416034844	-.23495158232193	2	3	2	3	3	3	2	3	4	4	1	4	4	4	3	3	3	3	3	3	3	3	3	2	2	1	1
.801953698731894	1.03545386468209	-.00446227416645099	.427219243729449	-.501334416034844	-1.85014415502998	3	3	1	4	1	3	3	4	3	3	6	6	6	6	4	4	5	4	5	5	4	4	4	4	1	2	2
-.272261691643456	-2.62929384487338	-.909411475122728	1.23392373747556	1.28236066417334	-.23495158232193	2	2	2	3	2	3	2	2	2	1	7	7	7	7	5	5	5	5	5	5	5	5	3	3	3	3	4
-1.34647708201881	-.796919990095643	-.909411475122728	.427219243729449	-1.39318195613894	-.23495158232193	3	3	2	3	2	2	2	2	2	2	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3
-2.42069247239416	-1.71310691748451	-1.814360676079	-1.18618974376277	-1.39318195613894	-1.04254786867595	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3
-1.34647708201881	-1.71310691748451	-.909411475122728	-1.18618974376277	-.501334416034844	-1.04254786867595	2	2	2	2	2	3	3	3	2	2	4	3	4	3	3	3	3	3	2	3	3	2	3	3	2	3	3
.801953698731894	.119266937293226	-1.814360676079	-1.99289423750888	1.28236066417334	-1.85014415502998	4	1	1	2	1	4	1	4	1	3	2	2	2	2	2	2	2	2	3	3	3	3	4	4	1	4	2
-.272261691643456	-1.71310691748451	-.00446227416645099	-1.99289423750888	-2.28502949624303	-1.85014415502998	3	4	1	4	1	4	4	4	2	1	3	7	4	3	5	2	3	3	3	3	3	3	4	4	1	3	4
-.272261691643456	.119266937293226	-.00446227416645099	-.379485250016662	-.501334416034844	.572644704032094	2	3	2	2	3	2	2	3	3	3	3	3	3	4	3	4	3	3	3	3	2	3	3	2	2	2	2
.801953698731894	-.796919990095643	.900486926789826	-.379485250016662	-.501334416034844	.572644704032094	3	2	1	2	3	2	3	4	4	4	3	3	3	4	3	3	3	3	3	3	3	3	4	2	1	1	1
-.272261691643456	-.796919990095643	-.909411475122728	.427219243729449	.390513124069247	-1.04254786867595	4	3	1	3	1	3	3	3	1	2	6	5	6	6	4	4	4	4	4	4	4	4	4	4	2	4	3
-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	-.501334416034844	-.23495158232193	3	4	1	3	1	3	3	4	2	2	6	6	6	6	4	4	4	4	3	4	4	4	4	4	1	3	3
-.272261691643456	.119266937293226	-.909411475122728	-1.18618974376277	-1.39318195613894	-1.85014415502998	3	4	1	3	1	4	4	4	1	1	5	5	5	5	3	4	4	4	3	4	2	3	4	4	1	4	4
.801953698731894	1.03545386468209	.900486926789826	-1.99289423750888	-.501334416034844	.572644704032094	3	4	1	3	1	4	4	4	1	1	7	7	5	6	5	4	5	4	3	4	5	5	4	4	1	4	4
-.272261691643456	.119266937293226	-.00446227416645099	-.379485250016662	-.501334416034844	-.23495158232193	3	3	1	4	2	3	3	4	2	2	4	5	4	4	3	3	3	4	3	4	3	3	4	3	1	3	3
-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	-.501334416034844	.572644704032094	3	3	2	3	2	3	3	3	2	2	5	5	5	5	4	4	4	4	4	4	4	4	3	3	2	3	3
-.272261691643456	-.796919990095643	-1.814360676079	.427219243729449	-1.39318195613894	-1.04254786867595	2	2	3	2	3	2	2	2	3	3	5	4	4	5	3	3	4	3	2	2	2	2	2	2	3	2	2
-.272261691643456	-1.71310691748451	-1.814360676079	-1.18618974376277	-.501334416034844	-1.85014415502998	3	3	1	3	1	3	3	3	1	1	5	5	5	5	4	4	4	4	3	3	3	4	4	4	2	4	4
-.272261691643456	.119266937293226	-.909411475122728	-1.18618974376277	-1.39318195613894	-1.85014415502998	3	4	1	3	1	4	3	3	2	1	4	4	3	4	3	3	3	3	3	3	3	3	4	4	2	3	4
-1.34647708201881	-.796919990095643	-.909411475122728	.427219243729449	.390513124069247	.572644704032094	3	3	2	3	1	3	3	4	2	2	5	6	6	6	4	4	4	4	4	4	4	4	3	4	1	3	3
.801953698731894	-2.62929384487338	-.00446227416645099	-1.99289423750888	-.501334416034844	1.38024099038612	1	1	3	1	3	1	1	3	3	2	3	3	3	3	2	2	2	2	2	1	1	1	2	2	2	2	3
.801953698731894	.119266937293226	.900486926789826	-.379485250016662	.390513124069247	1.38024099038612	3	3	1	3	2	4	4	4	1	1	7	5	7	4	5	5	5	4	2	3	5	5	4	3	1	4	4
.801953698731894	.119266937293226	-.00446227416645099	.427219243729449	.390513124069247	.572644704032094	3	3	3	3	3	3	3	3	3	3	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	2
-1.34647708201881	-.796919990095643	-.909411475122728	-.379485250016662	-.501334416034844	-.23495158232193	3	2	3	2	3	2	2	3	2	3	4	5	3	5	2	3	2	3	3	3	4	2	2	2	2	3	2
-1.34647708201881	-.796919990095643	-.909411475122728	-.379485250016662	-.501334416034844	-.23495158232193	3	3	2	2	2	2	2	2	2	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
-.272261691643456	-.796919990095643	-.00446227416645099	-1.18618974376277	-1.39318195613894	-1.04254786867595	2	3	2	2	3	2	2	2	3	3	4	4	3	3	3	3	3	3	3	3	3	3	3	2	3	2	2
.801953698731894	.119266937293226	.900486926789826	.427219243729449	.390513124069247	-.23495158232193	3	2	3	3	1	3	3	3	3	3	5	6	4	5	3	4	2	4	4	3	3	4	2	4	2	2	2
-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	-.501334416034844	-1.04254786867595	3	3	2	3	2	3	3	3	3	3	5	5	5	5	4	4	4	3	4	3	3	4	3	3	2	2	2
.801953698731894	-1.71310691748451	.900486926789826	-.379485250016662	-.501334416034844	-1.85014415502998	4	4	3	3	4	3	3	3	3	3	5	6	7	4	4	4	5	5	3	4	1	5	2	1	2	2	2
